Type,Instance,Radii,Lengths,PosX,PosY,PosZ,DirX,DirY,DirZ
Type 12,Instance 7,[2.97],[20.0],622.9000000000001,84.09999999999997,20.0,0.0,0.0,-1.0
Type 12,Instance 8,[2.97],[20.0],622.9000000000001,249.95999999999998,20.0,0.0,0.0,-1.0
Type 12,Instance 9,[2.97],[20.0],622.9000000000001,403.01339206456765,111.0133920645677,0.0,0.7071067811865478,-0.7071067811865471
Type 12,Instance 10,[2.97],[20.0],22.90000000000001,403.01339206456765,111.01339206456777,0.0,0.7071067811865478,-0.7071067811865471
Type 12,Instance 11,[2.97],[20.0],27.10000000000001,405.98324054555115,113.98324054555127,-1.776356839400251e-16,0.7071067811865478,-0.7071067811865471
Type 12,Instance 12,[2.97],[20.0],627.0999999999999,405.98324054555115,113.98324054555118,0.0,0.7071067811865476,-0.7071067811865476
Type 12,Instance 13,[2.97],[20.0],22.899999999999892,497.0,297.9,0.0,1.0,0.0
Type 12,Instance 14,[2.97],[20.0],622.8999999999999,497.0,297.9,0.0,1.0,0.0
Type 12,Instance 15,[2.97],[20.0],627.0999999999999,497.0,302.1,0.0,1.0,0.0
Type 12,Instance 16,[2.97],[20.0],27.099999999999888,497.0,302.1,0.0,1.0,0.0
Type 13,Instance 1,[1.414],[20.0],151.70944314441272,262.1270659804535,0.0,0.0,0.0,1.0
Type 13,Instance 2,[1.414],[20.0],87.69635087395733,197.43298336669545,0.0,0.0,0.0,1.0
Type 13,Instance 3,[1.414],[20.0],296.76038626789125,181.08921512743024,0.0,0.0,0.0,1.0
Type 13,Instance 4,[1.414],[20.0],345.79169098568684,276.42786318981047,0.0,0.0,0.0,1.0
Type 13,Instance 5,[1.414],[20.0],534.4260160805392,161.34049517165144,0.0,0.0,0.0,1.0
Type 13,Instance 6,[1.414],[20.0],441.8113293913698,52.382040243216835,0.0,0.0,0.0,1.0
Type 13,Instance 7,[1.414],[20.0],443.8113293913698,54.382040243216835,0.0,0.0,0.0,1.0
Type 13,Instance 8,[1.414],[20.0],536.4260160805392,163.34049517165144,0.0,0.0,0.0,1.0
Type 13,Instance 9,[1.414],[20.0],347.79169098568684,278.42786318981047,0.0,0.0,0.0,1.0
Type 13,Instance 10,[1.414],[20.0],298.76038626789125,183.08921512743024,0.0,0.0,0.0,1.0
Type 13,Instance 11,[1.414],[20.0],89.69635087395733,199.43298336669545,0.0,0.0,0.0,1.0
Type 13,Instance 12,[1.414],[20.0],153.70944314441272,264.1270659804535,0.0,0.0,0.0,1.0
Type 13,Instance 13,[1.414],[20.0],89.05833156056286,355.13695930131803,63.136959301318086,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 14,[1.414],[20.0],254.5389849831229,447.5912741183239,155.591274118324,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 15,[1.414],[20.0],395.50398604678514,378.25053800556947,86.25053800556952,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 16,[1.414],[20.0],543.9598808867772,385.47353135064805,93.47353135064807,0.0,0.7071067811865483,-0.7071067811865469
Type 13,Instance 17,[1.414],[20.0],533.7450257372365,458.18499769110576,166.18499769110588,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 18,[1.414],[20.0],277.0116663121125,378.25053800556947,86.25053800556952,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 19,[1.414],[20.0],101.99714808331441,425.4407611934163,133.44076119341634,0.0,0.7071067811865483,-0.7071067811865469
Type 13,Instance 20,[1.414],[20.0],428.1915225253154,342.1355712801766,50.13557128017658,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 21,[1.414],[20.0],423.4245901221965,416.77316917932194,124.77316917932197,0.0,0.7071067811865483,-0.7071067811865469
Type 13,Instance 22,[1.414],[20.0],196.65480580239202,360.9153539773809,68.91535397738093,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 23,[1.414],[20.0],198.65480580239202,362.329567539754,70.32956753975404,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 24,[1.414],[20.0],425.4245901221965,418.18738274169505,126.18738274169507,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 25,[1.414],[20.0],430.1915225253154,343.5497848425497,51.54978484254967,0.0,0.7071067811865478,-0.7071067811865471
Type 13,Instance 26,[1.414],[20.0],103.99714808331441,426.8549747557894,134.85497475578944,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 27,[1.414],[20.0],279.0116663121125,379.6647515679426,87.66475156794263,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 28,[1.414],[20.0],535.7450257372365,459.59921125347887,167.59921125347898,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 29,[1.414],[20.0],545.9598808867772,386.88774491302115,94.88774491302118,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 30,[1.414],[20.0],397.50398604678514,379.6647515679426,87.66475156794263,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 31,[1.414],[20.0],256.53898498312293,449.005487680697,157.00548768069712,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 32,[1.414],[20.0],91.05833156056286,356.55117286369114,64.55117286369118,0.0,0.7071067811865478,-0.7071067811865471
Type 13,Instance 33,[1.414],[20.0],177.58707618991576,497.0,341.34704130687896,0.0,1.0,0.0
Type 13,Instance 34,[1.414],[20.0],150.34746245780715,497.0,289.5917752158725,0.0,1.0,0.0
Type 13,Instance 35,[1.414],[20.0],352.60159441871383,497.0,354.2858578296306,0.0,1.0,0.0
Type 13,Instance 36,[1.414],[20.0],402.3138894798122,497.0,267.11909388688287,0.0,1.0,0.0
Type 13,Instance 37,[1.414],[20.0],539.1929484836581,497.0,312.74544688816485,0.0,1.0,0.0
Type 13,Instance 38,[1.414],[20.0],86.0078360424778,497.0,312.74544688816485,0.0,1.0,0.0
Type 13,Instance 39,[1.414],[20.0],88.0078360424778,497.0,314.74544688816485,0.0,1.0,0.0
Type 13,Instance 40,[1.414],[20.0],541.1929484836581,497.0,314.74544688816485,0.0,1.0,0.0
Type 13,Instance 41,[1.414],[20.0],404.3138894798122,497.0,269.11909388688287,0.0,1.0,0.0
Type 13,Instance 42,[1.414],[20.0],354.60159441871383,497.0,356.2858578296306,0.0,1.0,0.0
Type 13,Instance 43,[1.414],[20.0],152.34746245780715,497.0,291.5917752158725,0.0,1.0,0.0
Type 13,Instance 44,[1.414],[20.0],179.58707618991576,497.0,343.34704130687896,0.0,1.0,0.0
Type 14,Instance 1,[2.475],[20.0],106.01408048643349,54.35600161642774,0.0,0.0,0.0,1.0
Type 14,Instance 2,[2.475],[20.0],222.46342919119792,140.16078487256996,0.0,0.0,0.0,1.0
Type 14,Instance 3,[2.475],[20.0],244.25512017688482,249.80023014430728,0.0,0.0,0.0,1.0
Type 14,Instance 4,[2.475],[20.0],485.3257017060464,106.11126770743412,0.0,0.0,0.0,1.0
Type 14,Instance 5,[2.475],[20.0],380.4531888374281,161.2714855149542,0.0,0.0,0.0,1.0
Type 14,Instance 6,[2.475],[20.0],575.8974173653077,260.0150852938481,0.0,0.0,0.0,1.0
Type 14,Instance 7,[2.475],[20.0],601.0940600675083,65.25184710927121,0.0,0.0,0.0,1.0
Type 14,Instance 8,[2.475],[20.0],604.5940600675083,68.75184710927115,0.0,0.0,0.0,1.0
Type 14,Instance 9,[2.475],[20.0],579.3974173653077,263.51508529384796,0.0,0.0,0.0,1.0
Type 14,Instance 10,[2.475],[20.0],383.9531888374281,164.7714855149542,0.0,0.0,0.0,1.0
Type 14,Instance 11,[2.475],[20.0],488.8257017060464,109.61126770743412,0.0,0.0,0.0,1.0
Type 14,Instance 12,[2.475],[20.0],247.75512017688482,253.30023014430728,0.0,0.0,0.0,1.0
Type 14,Instance 13,[2.475],[20.0],225.96342919119792,143.66078487256996,0.0,0.0,0.0,1.0
Type 14,Instance 14,[2.475],[20.0],109.51408048643349,57.85600161642774,0.0,0.0,0.0,1.0
Type 14,Instance 15,[2.475],[20.0],127.12478112881766,390.24006305114915,98.24006305114918,0.0,0.7071067811865476,-0.7071067811865476
Type 14,Instance 16,[2.475],[20.0],75.36951503781125,461.50693072259116,169.5069307225913,0.0,0.7071067811865483,-0.7071067811865469
Type 14,Instance 17,[2.475],[20.0],323.93099034330265,417.2059048727758,125.20590487277592,0.0,0.7071067811865478,-0.7071067811865471
Type 14,Instance 18,[2.475],[20.0],338.9127778959624,344.97597142199004,52.97597142199001,0.0,0.7071067811865477,-0.7071067811865474
Type 14,Instance 19,[2.475],[20.0],500.30748925870625,406.61218129999395,114.61218129999398,0.0,0.7071067811865478,-0.7071067811865471
Type 14,Instance 20,[2.475],[20.0],568.4065235889777,354.1250963257562,62.125096325756196,0.0,0.7071067811865477,-0.7071067811865474
Type 14,Instance 21,[2.475],[20.0],586.793262858151,453.3208715981687,161.32087159816882,0.0,0.7071067811865476,-0.7071067811865476
Type 14,Instance 22,[2.475],[20.0],590.293262858151,455.7957453323216,163.7957453323217,0.0,0.7071067811865476,-0.7071067811865476
Type 14,Instance 23,[2.475],[20.0],571.9065235889777,356.5999700599091,64.59997005990908,0.0,0.7071067811865476,-0.7071067811865476
Type 14,Instance 24,[2.475],[20.0],503.80748925870614,409.08705503414683,117.08705503414686,0.0,0.7071067811865478,-0.7071067811865471
Type 14,Instance 25,[2.475],[20.0],342.4127778959624,347.4508451561429,55.45084515614293,0.0,0.7071067811865477,-0.7071067811865474
Type 14,Instance 26,[2.475],[20.0],327.43099034330265,419.6807786069288,127.68077860692884,0.0,0.7071067811865476,-0.7071067811865476
Type 14,Instance 27,[2.475],[20.0],78.86951503781125,463.98180445674404,171.98180445674421,0.0,0.7071067811865476,-0.7071067811865476
Type 14,Instance 28,[2.475],[20.0],130.62478112881766,392.71493678530203,100.7149367853021,0.0,0.7071067811865478,-0.7071067811865471
Type 14,Instance 29,[2.475],[20.0],191.13787339927282,497.0,277.94592972302905,0.0,1.0,0.0
Type 14,Instance 30,[2.475],[20.0],82.17941847083823,497.0,341.2780316501817,0.0,1.0,0.0
Type 14,Instance 31,[2.475],[20.0],389.30606330036323,497.0,306.5475241417431,0.0,1.0,0.0
Type 14,Instance 32,[2.475],[20.0],575.8974173653075,497.0,260.9211711404612,0.0,1.0,0.0
Type 14,Instance 33,[2.475],[20.0],477.83480792971636,497.0,335.1491185604572,0.0,1.0,0.0
Type 14,Instance 34,[2.475],[20.0],481.33480792971636,497.0,338.6491185604572,0.0,1.0,0.0
Type 14,Instance 35,[2.475],[20.0],579.3974173653075,497.0,264.42117114046107,0.0,1.0,0.0
Type 14,Instance 36,[2.475],[20.0],392.80606330036323,497.0,310.0475241417431,0.0,1.0,0.0
Type 14,Instance 37,[2.475],[20.0],85.67941847083823,497.0,344.7780316501817,0.0,1.0,0.0
Type 14,Instance 38,[2.475],[20.0],194.63787339927282,497.0,281.44592972302905,0.0,1.0,0.0
Type 15,Instance 1,[3.889],[20.0],51.89683370882156,254.248152890729,0.0,0.0,0.0,1.0
Type 15,Instance 2,[3.889],[20.0],527.9090836774202,90.81047049807715,0.0,0.0,0.0,1.0
Type 15,Instance 3,[3.889],[20.0],507.47937337833866,216.7936840090796,0.0,0.0,0.0,1.0
Type 15,Instance 4,[3.889],[20.0],241.8931394902794,72.42373122890379,0.0,0.0,0.0,1.0
Type 15,Instance 5,[3.889],[20.0],179.24202790642954,197.72595439660358,0.0,0.0,0.0,1.0
Type 15,Instance 6,[3.889],[20.0],348.8086233888058,216.79368400907964,0.0,0.0,0.0,1.0
Type 15,Instance 7,[3.889],[20.0],367.87635300128187,80.59561534853638,0.0,0.0,0.0,1.0
Type 15,Instance 8,[3.889],[20.0],73.68852469450852,134.39385246945096,0.0,0.0,0.0,1.0
Type 15,Instance 9,[3.889],[20.0],447.55222316769976,154.82356276853244,0.0,0.0,0.0,1.0
Type 15,Instance 10,[3.889],[20.0],447.55222316769976,272.63489215990234,0.0,0.0,0.0,1.0
Type 15,Instance 11,[3.889],[20.0],453.05222316769976,278.13489215990234,0.0,0.0,0.0,1.0
Type 15,Instance 12,[3.889],[20.0],453.05222316769976,160.32356276853244,0.0,0.0,0.0,1.0
Type 15,Instance 13,[3.889],[20.0],79.18852469450852,139.89385246945096,0.0,0.0,0.0,1.0
Type 15,Instance 14,[3.889],[20.0],373.37635300128187,86.09561534853638,0.0,0.0,0.0,1.0
Type 15,Instance 15,[3.889],[20.0],354.3086233888058,222.29368400907964,0.0,0.0,0.0,1.0
Type 15,Instance 16,[3.889],[20.0],184.74202790642954,203.22595439660358,0.0,0.0,0.0,1.0
Type 15,Instance 17,[3.889],[20.0],247.3931394902794,77.92373122890379,0.0,0.0,0.0,1.0
Type 15,Instance 18,[3.889],[20.0],512.9793733783388,222.29368400907967,0.0,0.0,0.0,1.0
Type 15,Instance 19,[3.889],[20.0],533.4090836774202,96.3104704980771,0.0,0.0,0.0,1.0
Type 15,Instance 20,[3.889],[20.0],57.39683370882156,259.748152890729,0.0,0.0,0.0,1.0
Type 15,Instance 21,[3.889],[20.0],207.16263198184086,409.7573376361827,117.75733763618271,0.0,0.7071067811865478,-0.7071067811865471
Type 15,Instance 22,[3.889],[20.0],423.0365708088019,462.72595550009214,170.7259555000923,0.0,0.7071067811865489,-0.707106781186546
Type 15,Instance 23,[3.889],[20.0],487.04966307925724,354.86258821358535,62.8625882135854,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 24,[3.889],[20.0],306.5872221040375,462.72595550009214,170.7259555000923,0.0,0.7071067811865489,-0.707106781186546
Type 15,Instance 25,[3.889],[20.0],160.85528863725622,459.3552252723889,167.35522527238902,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 26,[3.889],[20.0],156.76934657743982,336.0828055163811,44.08280551638109,0.0,0.7071067811865477,-0.7071067811865474
Type 15,Instance 27,[3.889],[20.0],273.2186952822043,336.0828055163811,44.08280551638109,0.0,0.7071067811865477,-0.7071067811865474
Type 15,Instance 28,[3.889],[20.0],586.4742532014537,406.86814029815116,114.86814029815122,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 29,[3.889],[20.0],591.9742532014537,410.75722759467715,118.7572275946772,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 30,[3.889],[20.0],278.7186952822043,339.9718928129071,47.971892812907114,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 31,[3.889],[20.0],162.26934657743982,339.9718928129071,47.971892812907114,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 32,[3.889],[20.0],166.35528863725622,463.2443125689149,171.244312568915,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 33,[3.889],[20.0],312.0872221040375,466.6150427966182,174.61504279661835,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 34,[3.889],[20.0],492.54966307925724,358.75167551011134,66.75167551011141,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 35,[3.889],[20.0],428.5365708088019,466.6150427966182,174.6150427966183,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 36,[3.889],[20.0],212.66263198184086,413.64642493270867,121.64642493270874,0.0,0.7071067811865476,-0.7071067811865476
Type 15,Instance 37,[3.889],[20.0],69.60258263469208,497.0,280.35088143954266,0.0,1.0,0.0
Type 15,Instance 38,[3.889],[20.0],258.91789807284715,497.0,328.7011958140355,0.0,1.0,0.0
Type 15,Instance 39,[3.889],[20.0],485.006692049349,497.0,276.26493937972634,0.0,1.0,0.0
Type 15,Instance 40,[3.889],[20.0],564.6825622157668,497.0,328.7011958140355,0.0,1.0,0.0
Type 15,Instance 41,[3.889],[20.0],289.56246352146945,497.0,280.35088143954266,0.0,1.0,0.0
Type 15,Instance 42,[3.889],[20.0],295.06246352146945,497.0,285.85088143954266,0.0,1.0,0.0
Type 15,Instance 43,[3.889],[20.0],570.1825622157668,497.0,334.2011958140355,0.0,1.0,0.0
Type 15,Instance 44,[3.889],[20.0],490.506692049349,497.0,281.76493937972634,0.0,1.0,0.0
Type 15,Instance 45,[3.889],[20.0],264.41789807284715,497.0,334.2011958140355,0.0,1.0,0.0
Type 15,Instance 46,[3.889],[20.0],75.10258263469206,497.0,285.85088143954266,0.0,1.0,0.0
Type 16,Instance 1,[3.827],[20.0],648.5355339059328,18.46446609406726,20.0,0.0,0.0,-1.0
Type 16,Instance 2,[3.827],[20.0],643.5355339059328,310.53553390593277,20.0,0.0,0.0,-1.0
Type 16,Instance 3,[3.827],[20.0],6.464466094067264,13.464466094067262,20.0,0.0,0.0,-1.0
Type 16,Instance 4,[3.827],[20.0],1.4644660940672622,305.53553390593277,20.0,0.0,0.0,-1.0
Type 16,Instance 5,[3.827],[20.0],1.464466094067285,489.49999999999983,197.5,-8.881784197001253e-17,0.7071067811865476,-0.7071067811865476
Type 16,Instance 6,[3.827],[20.0],648.5355339059328,503.6421356237308,183.35786437626896,0.0,-0.7071067811865476,0.7071067811865476
Type 16,Instance 7,[3.827],[20.0],648.5355339059328,319.496632610119,27.49663261011897,0.0,0.7071067811865477,-0.7071067811865474
Type 16,Instance 8,[3.827],[20.0],1.464466094067241,333.63876823385,13.354496986388114,8.881784197001254e-17,-0.7071067811865477,0.7071067811865474
Type 16,Instance 9,[3.827],[20.0],1.4644660940671437,517.0,226.46446609406726,0.0,-1.0,0.0
Type 16,Instance 10,[3.827],[20.0],1.4644660940671512,497.0,373.53553390593277,0.0,1.0,0.0
Type 16,Instance 11,[3.827],[20.0],648.5355339059327,497.0,226.46446609406726,0.0,1.0,0.0
Type 16,Instance 12,[3.827],[20.0],648.5355339059327,517.0,373.53553390593277,0.0,-1.0,0.0
