Type,Instance,Radii,Length,PosX,PosY,PosZ,DirX,DirY,DirZ
Type 7,Instance 6,1.8385,30.0,25.000000000000036,81.35971332432547,108.2692698811142,1.0,0.0,0.0
Type 7,Instance 7,1.8385,30.0,25.000000000000036,394.6736154689995,226.16243551428397,1.0,0.0,0.0
Type 7,Instance 8,1.8385,30.0,25.000000000000036,283.187687098502,75.59235984148562,1.0,0.0,0.0
Type 7,Instance 9,1.8385,30.0,25.000000000000036,296.00216162384663,329.3189554433076,1.0,0.0,0.0
Type 7,Instance 10,1.8385,30.0,25.000000000000036,238.33702625979618,302.40855894008405,1.0,0.0,0.0
Type 7,Instance 11,1.8385,30.0,25.000000000000036,240.9370262597962,299.808558940084,1.0,0.0,0.0
Type 7,Instance 12,1.8385,30.0,25.000000000000036,298.60216162384654,326.71895544330766,1.0,0.0,0.0
Type 7,Instance 13,1.8385,30.0,25.000000000000036,285.78768709850203,72.99235984148562,1.0,0.0,0.0
Type 7,Instance 14,1.8385,30.0,25.000000000000036,397.27361546899954,223.56243551428395,1.0,0.0,0.0
Type 7,Instance 15,1.8385,30.0,25.000000000000036,83.95971332432546,105.6692698811142,1.0,0.0,0.0
Type 7,Instance 16,1.8385,30.0,25.000000000000036,240.9370262597962,128.0946003004671,1.0,0.0,0.0
Type 7,Instance 17,1.8385,30.0,25.000000000000036,212.1044585777709,237.65835749216296,1.0,0.0,0.0
Type 7,Instance 18,1.8385,30.0,25.000000000000036,137.13978260450534,288.2755318672739,1.0,0.0,0.0
Type 7,Instance 19,1.8385,30.0,25.000000000000036,107.66649119621287,207.54434235760328,1.0,0.0,0.0
Type 7,Instance 20,1.8385,30.0,25.000000000000036,201.8528789574953,87.72900554563184,1.0,0.0,0.0
Type 7,Instance 21,1.8385,30.0,624.9999999999932,199.2528789575172,90.32900554563125,1.0,3.221127068779121e-14,7.579122514774402e-15
Type 7,Instance 22,1.8385,30.0,624.9999999999952,105.06649119623768,210.14434235760498,1.0,3.126388037344441e-14,5.684341886080802e-15
Type 7,Instance 23,1.8385,30.0,624.9999999999939,134.53978260453212,290.87553186727484,1.0,3.221127068779121e-14,5.684341886080802e-15
Type 7,Instance 24,1.8385,30.0,624.9999999999918,209.50445857779644,240.2583574921621,1.0,3.221127068779121e-14,5.684341886080802e-15
Type 7,Instance 25,1.8385,30.0,624.9999999999916,238.33702625981905,130.69460030046557,1.0,3.221127068779121e-14,5.684341886080802e-15
Type 7,Instance 26,1.8385,30.0,624.9999999999966,81.35971332434778,108.26926988111651,1.0,3.126388037344441e-14,7.579122514774402e-15
Type 7,Instance 27,1.8385,30.0,624.9999999999861,394.67361546902475,226.16243551427857,1.0,3.221127068779121e-14,7.579122514774402e-15
Type 7,Instance 28,1.8385,30.0,624.9999999999905,283.1876870985236,75.59235984148299,1.0,3.031649005909761e-14,7.579122514774402e-15
Type 7,Instance 29,1.8385,30.0,624.9999999999884,296.0021616238744,329.3189554433046,1.0,3.031649005909761e-14,5.684341886080802e-15
Type 7,Instance 30,1.8385,30.0,624.9999999999905,238.33702625982326,302.40855894008246,1.0,3.221127068779121e-14,5.684341886080802e-15
Type 7,Instance 31,1.8385,30.0,624.9999999999902,240.9370262598232,299.8085589400824,1.0,3.031649005909761e-14,7.579122514774402e-15
Type 7,Instance 32,1.8385,30.0,624.9999999999884,298.6021616238743,326.7189554433046,1.0,3.031649005909761e-14,7.579122514774402e-15
Type 7,Instance 33,1.8385,30.0,624.9999999999905,285.7876870985235,72.99235984148294,1.0,3.031649005909761e-14,7.105427357601002e-15
Type 7,Instance 34,1.8385,30.0,624.9999999999859,397.27361546902466,223.56243551427852,1.0,3.221127068779121e-14,5.684341886080802e-15
Type 7,Instance 35,1.8385,30.0,624.9999999999966,83.95971332434772,105.66926988111646,1.0,3.173757553061781e-14,7.105427357601002e-15
Type 7,Instance 36,1.8385,30.0,624.9999999999916,240.937026259819,128.09460030046552,1.0,3.031649005909761e-14,7.579122514774402e-15
Type 7,Instance 37,1.8385,30.0,624.9999999999916,212.10445857779638,237.65835749216205,1.0,3.031649005909761e-14,7.579122514774402e-15
Type 7,Instance 38,1.8385,30.0,624.9999999999936,137.13978260453206,288.2755318672748,1.0,3.031649005909761e-14,7.579122514774402e-15
Type 7,Instance 39,1.8385,30.0,624.9999999999952,107.66649119623762,207.54434235760493,1.0,3.173757553061781e-14,7.579122514774402e-15
Type 7,Instance 40,1.8385,30.0,624.999999999993,201.85287895751713,87.7290055456312,1.0,3.031649005909761e-14,7.105427357601002e-15
Type 8,Instance 1,9.0735,30.0,25.000000000000036,320.3827867241766,290.2378373999883,-1.0,0.0,0.0
Type 8,Instance 2,9.0735,30.0,25.000000000000036,291.7621626000117,278.3827867241766,-1.0,0.0,0.0
